id,start_date,end_date,lat,lon,country,l1,l2,l3,l4,l5,l6,seller_id,seller_name,stratum,property_type,surface_total,surface_covered,rooms,bathrooms,bedrooms,currency,operation,price,description,price_m2,freshness
3793553,2019-07-07 00:00:00.000000000,2262-04-11 23:47:16.854775807,-30.982372,-64.4970309,Argentina,Argentina,Córdoba,La Cumbre,,,,28673,DILLET PROPIEDADES,,Casa,4000,336,10,5.0,5.0,USD,Venta,470000,"La casa consta de un living grande con piso de lapacho ,revestimiento en las paredes y el cielo raso con cedro,una boiserie con sus vidrios biselados,un hogar a leña.Un estar galería vidriado y calefaccionado con bosca. Un comedor con piso de madera, mueble de cedro y placard. Una cocina grande con desayunador. Alacenas de roble y piso cerámico. Un sector con dos dormitorios, hall y un baño hacia el norte,con placares de cedro y piso parquet de pinotea, otro sector con pasillo y dos dormitorios mas con baño, todos los baños de la casa tienen bañera. Un comedor diario y otro baño. La casa tiene 13 radiadores que funcionan con una caldera a gas ,de 4 años de antigüedad y dos estufas tipo salamandras chilenas a leña marca Bosca, que son con diseño alemán , ecológicas, y de combustión lenta. El termotanque de la casa es a gas de 130 litros de alta recuperación. La casa cuenta con persianas de madera en todas las ventanas con excepción donde hay rejas de hierro forjado. En todas las aberturas que dan al exterior esta conectada la alarma. La casa principal cuenta con un entrepiso, donde se puede guardar hasta muebles. Todas las aberturas de la casa son de cedro, como los placares e interiores.La casa posee techo de loza con teja colonial de cubierta y mosquiteros en todas las aberturas La caldera se encuentra en una habitación especial aislada. El departamento cuenta con un dormitorio con placard grande de cedro, un estar comedor, una cocina con calefon y calefactor a gas con tiro balanceado. El baño con bañera y una pequeña baulera. El garage para un auto, con una pergola delante, que abriendo el portón del mismo se puede colocar otro auto detrás al reparo. Posee también un lavadero cómodo con una pileta de lavado dentro y otra fuera. El asador de piedra y lugar para el disco están al lado de la piscina, todo con escalones y bordes de piedra, al lado, una pergola de hierro con una glicina y debajo una mesa de pin pon de cemento que también se usa para los asados al exterior. Hay un deposito de herramientas de jardinería. El tanque de agua es de 5000 litros. El parque tiene arboles frutales y ornamentales muy bien diseñado para que no tapen la vista a la montaña y se pueda disfrutar de los distintos verdes en primavera y verano y de los diferentes amarillos ocres y rojos en el otoño. La propiedad posee robles , iquidambar, cedros castaño, tilo, olivo, aguaribay, cipres, aromos, laurentinos, árbol de judea, crespón, grateus, rhus, abedul, rosales , hortensias, glicinas, aloe, ciruelos , damascos , almendros, higuera, manzano, jazmines, madreselvas, pasionarias, hiedras etc.... Se reciben inmuebles en parte de pago<br>",216.78966789667896,24 days 00:00:00.000000000
3722736,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.43726158,-64.15110779,Argentina,Argentina,Córdoba,Córdoba,,,,18941,Barrera-paez,,Casa,249,140,3,1.0,,USD,Venta,90000,"CASA DE TRES DORMITORIOS CON AMPLIO JARDIN, COCHERA DOBLE, Y FUNCIONAL GALERIA CON ASADOR. IMPOSIBLE PERDER! ESCRITURA INMEDIATA. SE ESCUCHAN Y ANALIZAN PROPUESTAS DE PAGO<br> Apto crédito",462.7249357326478,55 days 00:00:00.000000000
3722668,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.11676788,-64.48291779,Argentina,Argentina,Córdoba,Valle Hermoso,,,,25018,Grupo Banker Inversiones Inmobiliarias,,Casa,120,120,2,2.0,,USD,Venta,57000,"Grupo Banker Vende casa en Valle HermosoCasa de 2 dormitorios, con placard e interioresLiving comedor amplio 2 bañosLavadero AsadorSup Cubierta: 120 m2Servicios, luz, agua, telefono, cable e internetApto para Construir en altura, 45 m2U$s 57.000Tel: 3516154832<br> Apto crédito",475.0,55 days 00:00:00.000000000
3722609,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.43130684,-64.19432831,Argentina,Argentina,Córdoba,Córdoba,,,,25018,Grupo Banker Inversiones Inmobiliarias,,Departamento,45,45,1,1.0,,ARS,Alquiler,6500,Grupo Banker alquila departamento un dormitorio en GüemesCaracterísticas: *Un dormitorio con placard*Cocina comedor*Patio*Baño Requisitos: *Tres recibos de sueldo de la provincia de Córdoba o dos recibos de sueldo mas una garantía propietaria*Expensas más impuestos: $1100*Honorarios : 5% del monto total del contrato*Certificación de firma:$450 cada una*Averiguaciónes de garantias: $1000<br> Apto crédito,144.44444444444446,55 days 00:00:00.000000000
3723162,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.9089342,-64.5740952,Argentina,Argentina,Córdoba,Los Reartes,,,,28453,jose luis pages,,Casa,500,50,2,,,USD,Venta,18900,"Casa del tipo Americano con 10 años de antigüedad , planos aprobados de 2 habitaciones , cocina comedor y cocheras totalmente funcionando con muebles incluidos  se vende solo junto a otras dos viviendas de la mismas características y el mismo valor  .. ",68.72727272727273,55 days 00:00:00.000000000
3722693,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.35998344,-64.25225067,Argentina,Argentina,Córdoba,Córdoba,,,,27706,Tierra Alta S. R. L.,,Casa,155,155,2,,,USD,Venta,190000,"Calle: José Gay Loussac N° 5147Barrio: Villa BelgranoCARACTERISTICAS:• 2 Dormitorios con placard, • Escritorio con placard, living comedor, • Cocina separada,• Baño, • Galería techada,• Cochera pasante doble, • Quincho.Precio: U$190 mil Dólares",1225.8064516129032,55 days 00:00:00.000000000
3723722,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.430836,-64.189498,Argentina,Argentina,Córdoba,Córdoba,,,,6904,RE/MAX Docta,,Casa,244,219,8,,5.0,USD,Venta,570000,"Corredor Responsable: Edgardo Tamarit - CPCPI 4228Contacto: Ing. Marcelo Del Llano - MLS ID # 420401124-11<br><br>* ZONA A1- PERMITE CONSTRUCCION HASTA 7 PISOS<br><br>-Terreno ubicado en Nueva Córdoba, en Ambrosio Olmos 700<br><br>-Superficie del terreno 219m² / 8.6m de frente.<br><br>-Superficie Construida 244m²<br><br>-FOS. %80. Superficie construible 1.402m²<br><br>-Entre Chile e Independencia a 2 cuadras de Plaza España <br><br>-Perfil XX Gráfico Nº 13<br><br>-No se exige corazón de manzana Gráfico Nº 7",2462.2030237580993,55 days 00:00:00.000000000
3723721,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.354772,-64.161092,Argentina,Argentina,Córdoba,Córdoba,,,,6904,RE/MAX Docta,,Casa,300,80,6,1.0,3.0,USD,Venta,53000,"Corredor Responsable: Edgardo Tamarit - CPCPI 4228Contacto: Fernando Trafigante - MLS ID # 420401115-24<br><br>Casa Familiar en Pque. Liceo 2 Sección!<br><br>La casa se compone de :<br><br>-Living<br>-Cocina comedor<br>-Baño completo<br>-3 dormitorios<br>-Gran patio con pileta<br>-Garage para 1 vehículo y cochera para 2 vehículos<br><br>No te la pierdas, llamame y vamos a verla!!",278.94736842105266,55 days 00:00:00.000000000
3723731,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.386755,-64.176549,Argentina,Argentina,Córdoba,Córdoba,,,,11583,RE/MAX Palace,,Casa,191,173,6,2.0,4.0,USD,Venta,75000,"Corredor Responsable: Juan Manuel Quiroga - CPCPI 5191Contacto: Mariana Posse - MLS ID # 420431100-3<br><br>CASA DE DOS DORMITORIOS, COCINA AMPLIA SEMI-INTEGRADA DE UN  AMPLIO LIVING COMEDOR. PASILLO DISTRIBUIDOR, UN BAÑO, DEPENDENCIA DE SERVICIO, PATIO Y COCHERA CON CAPACIDAD PARA UN AUTO. CON ENTRADA INDEPENDIENTE EN PLANTA ALTA, SE UBICA UN DEPARTAMENTO CON 2 DORMITORIOS COCINA INTEGRADA A UN COMEDOR, 1 BAÑO Y TERRAZA. NO PIERDAS ESTA OPORTUNIDAD ÚNICA DE VIVIENDA E INVERSIÓN AL MISMO TIEMPO!!!!!!",412.0879120879121,55 days 00:00:00.000000000
3723733,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.235464,-64.313061,Argentina,Argentina,Córdoba,Unquillo,,,,11583,RE/MAX Palace,,Casa,1179,422,11,3.0,4.0,USD,Venta,320000,"Corredor Responsable: Juan Manuel Quiroga - CPCPI 5191Contacto: Juan Ignacio Bertola - MLS ID # 420431095-14<br><br>HERMOSA CASA,  4 DORMITORIOS, CON CABAÑA INDEPENDIENTE, UNQUILLO, CÓRDOBA.<br><br>Se vende Increíble Propiedad, excelente ubicación a una cuadra de Av. San Martín y del centro de Unquillo, hermosa vista a las Sierras.<br><br>GRAN OPORTUNIDAD PARA EMPRENDIMIENTO TURÍSTICO O PARA PODER VIVIR EN UN LUGAR SOÑADO!!  <br><br>QUE ESPERAS PARA MUDARTE A LA VIDA QUE QUERES<br><br>Esta casona de cualidades únicas se encuentra en excelente estado de mantenimiento, con acabados de lujo, cuenta con:<br><br>-4 Dormitorios<br>-Escritorio (ambiente extra que puede utilizarse como oficina o sala de estudio)<br>-3 Baños.<br>-Cocina comedor.<br>-Amplio Living comedor con vista a las sierras.<br>-Hall de Ingreso Principal.<br>-Gran Patio con Pileta y Asador.<br>-Cuarto de depósito<br>-Cochera Cubierta para 3 vehículos grandes. <br>-CABAÑA independiente con cocina, living comedor, dormitorio y baño propio.<br><br>422 m2 cubiertos<br>1179 m2 de Terreno Total <br><br>ESCRITURA OK.<br>AGUA y LUZ OK<br><br>Ubicada sobre calle Corrientes, a tan solo una cuadra de  Av. San Martin (calle principal de Unquillo)<br>A una cuadra de la Terminal de Unquillo, Centro, Bares, Restaurants y Supermercado.<br>Terreno Elevado con vista Magnífica.<br>Zona muy tranquila y segura.<br>A 25 minutos de la ciudad de Córdoba, 10 min de Villa Allende.<br><br>Ubicación Google -31.235464, -64.313061<br><br>LLAMAME Y VAMOS A VERLA!<br><br>CORREDOR PUBLICO INMOBILIARIO: JUAN MANUEL QUIROGA CPCPI 5191<br>Todas las propiedades que figuran en mi perfil se encuentran a cargo del profesional matriculado de la oficina, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por él.<br><br>En cumplimiento de la leyes provinciales vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte de los martilleros y corredores colegiados, cuyos datos se exhiben debajo del nombre de la inmobiliaria.<br>",399.75015615240477,55 days 00:00:00.000000000
3722742,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.94745445,-65.05573273,Argentina,Argentina,Córdoba,Villa de Las Rosas,,,,18978,Inmobiliaria Fp Inmuebles,,Casa,1485,100,2,2.0,,USD,Venta,160000," Hermosa casa en venta en Villa de las Rosas, Traslasierra. Ubicada al ingreso de Ecovalle ( barrio abierto sin expensas) a 50 mts de OLium sobre Ruta 14 . La casa totalmente a estrenar, cuenta con dos habitaciones una con balcón terraza. Dos baños totalmente equipados. Cocina, comedor, cochera cubierta y parrilla. En el parque de 1600 metros cuenta con una pileta de 8 x 4 metros y árboles autóctonos.Las aberturas son todas de aluminio reforzado con Doble Vidriado Hermético (DBH) que reducen las perdidas energéticas de aires acondicionados y calefacción; la transición térmica (exteror-interior) y eliminan, tanto la humedad en la parte interior del perfil, como la condensación de agua en el cerramiento.La casa tiene instalado y funcionado un termo-tanque solar de primera calidad, con controlador electrónico de la temperatura del agua. También, tiene instalada y funcionando tanto la bomba inteligente (marca ROWA) para aumentar la presión del agua corriente hacía el tanque, como la correspondiente bomba presurizadora para una perfecta presión en todas las canillas de la casa.La piscina, cuenta con un curado especial de 4 meses,  con lo que su construcción asegura una durabilidad de mas de 40 años.<br> Apto crédito",201.89274447949526,55 days 00:00:00.000000000
3723582,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.103039,-64.480324,Argentina,Argentina,Córdoba,Punilla,,,,6071,RE/MAX Mediterránea,,Casa,587,188,10,3.0,6.0,USD,Venta,50000,"Corredor Responsable: DANIELA E. CASTRO - CPCPI 5292Contacto: Melisa Baudo - MLS ID # 420201165-92<br><br>CASA EN VENTA EN LA FALDA CON 3 RENTAS - OPORTUNIDAD DE INVERSIÓN <br><br>En esta oportunidad te ofrecemos una excelente oportunidad de inversión casa compuesta por:<br><br>1) CASA PRINCIPAL<br>- Dos dormitorios<br>- Living<br>- Cocina comedor <br>- Baño <br>- Balcón<br><br>2) MONOAMBIENTE EN PLANTA ALTA<br><br><br>3) CASA EN PLANTA BAJA<br>- 3 dormitorios<br>- Cocina- comedor<br>- Baño<br><br>&gt; Todos comparten el patio<br><br>&gt; Actualmente casa principal y planta baja se encuentran alquiladas.<br><br>&gt; Esta propiedad esta sobre un terreno de 587 M2<br>&gt; Ubicada a dos cuadras de la ruta, con calle asfaltada y todos los servicios <br><br>&gt; Con escritura!",129.03225806451613,55 days 00:00:00.000000000
3723584,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.330195,-64.262243,Argentina,Argentina,Córdoba,Córdoba,,,,6071,RE/MAX Mediterránea,,Casa,616,190,6,2.0,3.0,USD,Venta,105000,"Corredor Responsable: DANIELA E. CASTRO - CPCPI 5292Contacto: Paula Valoni - MLS ID # 420201187-39<br><br>Casa en venta desarrollada, su gran mayoría, en planta baja, sobre un terreno de 616 M2.<br><br>Planta Baja: <br>- Living con hogar en funcionamiento.<br>- 2 Dormitorios con muebles tipo placard y piso parquet - uno de los dormitorios con aire acondicionado y calefactor. <br>- Baño completo. <br>- Cocina con muebles de bajo mesada y alacenas.<br>- Comedor<br>- Lavadero<br>- Baño en exterior (uso de la zona de pileta)<br>- Compartimentos de guardado <br>- Cochera para 2 autos <br>- Habitación de guardado<br>- Gran Patio con Pileta y asador<br><br>Planta Alta:<br>-Habitación en terraza a la que se accede por escalera exterior.<br><br>Ubicación:<br>* 2 cuadras de Donato Alvarez <br>* 6 cuadras de la Universidad Blas Pascal <br>* 6 cuadras del CPC de Arguello<br>",260.545905707196,55 days 00:00:00.000000000
3722640,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.42907333,-62.08387375,Argentina,Argentina,Córdoba,San Francisco,,,,24731,Inmobiliaria Roberto Berardo,,Departamento,70,70,2,2.0,,ARS,Alquiler,6900,"Departamento de dos dormitorios con placard, cocina comedor, baño, toilette, y balcón.<br> Apto crédito",98.57142857142857,55 days 00:00:00.000000000
3722721,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.41079521,-64.21209717,Argentina,Argentina,Córdoba,Córdoba,,,,27517,Sánchez Servicios Inmobiliarios,,Departamento,42,42,1,1.0,,USD,Venta,43000,"El edificio se encuentra ubicado en Av. Duarte Quirós, a 5 cuadras de Nuevocentro Shopping, a 2 cuadras Club Universitario.CARACTERÍSTICAS TÉCNICAS:Pisos porcelanato importado, color blancoSanitarios y grifería de primera categoríaPuertas revestidas con marco de maderaDormitorios con frente de placardMuebles de cocina bajo mesada en melamina con cantos de aluminio, mesada de granito natural, termotanqueGas naturalConductos para Internet, telefonía y tv por cableInstalación para aire acondicionado splitAberturas de aluminio de alta gama.Disponibilidad:LOCAL PB ""A"", con una superficie de 37,05 m2,DPTO. PB ""B"", con una superficie de 62.18 m2,DPTO. PB ""C"", con una superficie de 51,83 m2, DPTO. 2 ""C"", con una superficie de 51,83 m2,DPTO. 5 ""B"", con una superficie de 62,18 m2, DPTO. 6 ""A"", con una superficie de 51,08 m2, DPTO. 6 ""B"", con una superficie de 62,18 m2, Forma de pago, se puede realizar una entrega mínima del 40 % y saldo en 18 cuotas actualizables por el índice de la C.A.C.<br> Apto crédito",1023.8095238095239,55 days 00:00:00.000000000
3722698,2019-06-06 00:00:00.000000000,2262-04-11 23:47:16.854775807,-31.40197945,-64.48471069,Argentina,Argentina,Córdoba,Villa Carlos Paz,,,,25450,Pagani Giuliani Inversiones Inteligentes,,Departamento,181,181,3,3.0,,USD,Venta,195000,"PROPIEDADES PAGANI GIULIANI vende un excelente dpto de 3 dormitorios tipo casa ya que cuenta con entrada individual y cochera propia y está situado frente al Lago San Roque en la costanera de Villa Carlos Paz sobre Av Arturo Illia, muy cerca de los espacios de recreación que ofrece la costanera y paseo del lago san Roque, especial para todo amplias actividades al aire libre.El dpto tiene una sup cubierta de 181 m2 y los mismos se componen de la sgte forma:PLANTA BAJAIngreso independiente al frente sobre calle Illia (costanera) donde encontramos un comedor amplio con ventana balcón que da al patio común del complejo. CCocina con espacio para desayunador o un pequeño comedor diario equipada con mesada bajo mesada y ventana a la  con ventana a la calle y al patio común, la planta baja tiene doble circulación o sea al baño se puede llegar desde el comedor o desde la cocina.Un dormitorio pequeño con placar, el cual se le puede dar utilidad como oficinaCochera propia con ingreso independienteEN PLANTA ALTA:En esta planta hay 2 dormitorios con placar y baulera, ventanas y gran balcón a la calle, dos  baños: uno reciclado totalmente, living estar o sala de estudio amplio de unos 3, 8 m por 4, 5 m con puerta balcón, al salir nos encontramos con amplio balcón de 3 m por 3 m con barandas donde se puede apreciar el lago.En la tercera planta hay un cuarto cerrado para el lavadero y zona de planchado, incorporado a este una terraza propia de unos 6 m por 5,5 m con parrillero vista a la costanera y al lago.El departamento posee una pileta de uso común con el resto de las unidades del complejo.La gran ventaja de este departamento /casa  es que al tener el ingreso independiente, el uso  queda diferenciado de las demás unidades funcionales, además de ser muy luminoso con  ambientes amplios y muy cómodos.Posee servicios de transporte público que pasan la calle donde esta ubicado el departamento. Cualquier otra información comunicarse a los sgtes tel:•03541-15-515253  Romina Pagani (Claro) / 03541-15-690000 Movistar)•03541-15-519753 Raúl Giuliani (Claro)•Fijo oficina : 096 O visitarnos en nuestras oficinas comerciales sitas en Av San Martín 703 Villa Carlos Paz<br> Apto crédito",1077.3480662983425,55 days 00:00:00.000000000
